,neighborhood,business_id,hours,is_open,address,attributes,categories,city,review_count,name,longitude,state,stars,latitude,postal_code,type
73017,Derita,B3H60GaBic12F4VLBi7-9A,"['Monday 10:30-22:0', 'Tuesday 10:30-22:0', 'Wednesday 10:30-22:0', 'Thursday 10:30-22:0', 'Friday 10:30-22:30', 'Saturday 10:30-22:30']",1,"5304 Sunset Rd, Ste D","['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True']","['Chinese', 'Restaurants']",Charlotte,11,Pagoda Chinese Restaurant,-80.8404342,NC,2.5,35.3066473,28269,business
73043,,dZ4haBsXeESSij53suTQ2w,"['Tuesday 11:0-21:0', 'Wednesday 11:0-21:0', 'Thursday 11:0-21:0', 'Friday 11:0-21:30', 'Saturday 11:0-21:30', 'Sunday 12:0-21:0']",1,6023 N 19th Ave,"['BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', 'HasTV: False', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTakeOut: True', 'WiFi: no']","['Chinese', 'Restaurants']",Phoenix,8,Canton Wong #2,-112.0996863,AZ,2.0,33.524398,85015,business
73073,The Strip,zMGhPbrOnbPcYCUqenGMFw,,1,Paris Hotel,"['BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating: False', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True', 'WiFi: no']","['Coffee & Tea', 'Food']",Las Vegas,18,Le Cafe Coffee Express Bar,-115.17099762,NV,2.0,36.1124916077,89109,business
73085,,-o082vExIs0VVNSuZmiTQA,"['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-22:0', 'Saturday 11:0-22:0', 'Sunday 11:0-22:0']",1,4121 N Marshall Way,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BYOB: False', 'BYOBCorkage: yes_free', 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'Corkage: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']","['Mexican', 'Restaurants']",Scottsdale,405,Frank & Lupe's Old Mexico,-111.928805268,AZ,3.5,33.4952592972,85251,business
73124,Warehouse District,Vc8sXKEdO9yVxbRlwBFHKQ,"['Monday 11:0-21:0', 'Tuesday 11:0-22:30', 'Wednesday 11:0-22:30', 'Thursday 11:0-22:30', 'Friday 11:0-22:30', 'Saturday 12:0-22:30']",0,1384 W 6th St,"[""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True']","['Chinese', 'Restaurants']",Cleveland,17,China Sea,-81.6983659,OH,2.5,41.499006,44113,business
73213,,qtJEVrDf2jpfqvqqBozBCw,"['Monday 5:30-23:0', 'Tuesday 5:30-23:0', 'Wednesday 5:30-23:0', 'Thursday 5:30-0:0', 'Friday 5:30-0:0', 'Saturday 5:30-23:0', 'Sunday 5:30-23:0']",1,6780 Ridge Rd,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating: True', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True', 'WiFi: free']","['Food', 'Coffee & Tea']",Cleveland,15,Starbucks,-81.7351641,OH,4.0,41.3800745,44129,business
73248,,cC4_BKJARFbGu0I25K_Sww,,1,20280 N 59th Ave,"['Alcohol: none', 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating: True', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']","['Food', 'Coffee & Tea']",Glendale,35,The Coffee Bean & Tea Leaf,-112.1879299,AZ,3.5,33.6704382,85308,business
73270,Westside,QxtvTC-i4kX1raUXCuaxbg,"['Monday 10:30-20:0', 'Tuesday 10:30-20:0', 'Wednesday 10:30-20:0', 'Thursday 10:30-20:0', 'Friday 10:30-20:0', 'Saturday 10:30-20:0', 'Sunday 10:30-20:0']",1,8251 W Charleston Blvd,['RestaurantsReservations: False'],"['Pizza', 'Restaurants']",Las Vegas,3,Charleston Pizza,-115.2725883,NV,3.5,36.15869,89117,business
73380,,oeGABTHjS2EEJg9j7WIHoA,,1,866 E Lake Mead Pkwy,"['Alcohol: none', 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: no', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""]","['Restaurants', 'Mexican']",Henderson,34,Santarosa Taco Stop,-114.967575,NV,4.0,36.054058,89015,business
73419,,i8hkzA5eiUXgbPjN8vK3rQ,"['Monday 17:0-21:0', 'Tuesday 17:0-21:0', 'Wednesday 17:0-21:0', 'Thursday 17:0-21:0', 'Friday 17:0-22:0', 'Saturday 17:0-22:0', 'Sunday 17:0-21:0']",1,"Sunset Station Hotel & Casino, 1306 W Sunset Rd","['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']","['Restaurants', 'Mexican']",Henderson,94,Cabo Mexican Restaurant,-115.040205829,NV,3.5,36.0615045469,89014,business
73507,Anthem,y6QP5IrOJ7_FsB51jN2_Jg,"['Monday 11:0-0:0', 'Tuesday 11:0-0:0', 'Wednesday 11:0-0:0', 'Thursday 11:0-0:0', 'Friday 11:0-2:0', 'Saturday 11:0-2:0', 'Sunday 11:0-0:0']",1,2300 Paseo Verde Pkwy,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': True, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: loud', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']","['Restaurants', 'Pizza']",Henderson,367,Pizza Rock,-115.089697,NV,4.0,36.020558,89052,business
73548,,iRa-394URsOWGfcFqvm1vw,"['Monday 0:0-0:0', 'Tuesday 0:0-0:0', 'Wednesday 0:0-0:0', 'Thursday 0:0-0:0', 'Friday 0:0-0:0', 'Saturday 0:0-0:0', 'Sunday 0:0-0:0']",1,17224 N 19th Ave,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']","['Restaurants', 'Mexican']",Phoenix,56,Filiberto's Mexican Food,-112.1002204,AZ,3.0,33.641644,85023,business
73615,Downtown,dQsKVABQ750EIIoqWMSy8A,,0,"321 S Casino Ctr Blvd, Ste 130","['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: False', 'BusinessAcceptsBitcoin: False', 'BusinessAcceptsCreditCards: False', ""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'Caters: False', 'DogsAllowed: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: False', 'WheelchairAccessible: False', 'WiFi: no']","['Mexican', 'Restaurants']",Las Vegas,6,Mcken's Mexican Grill,-115.1457096,NV,3.0,36.1675528,89101,business
73743,The Strip,AM4KZN8Vk6DP4Q4qlwmptw,,1,"Palazzo Hotel, 3339 Las Vegas Blvd S","['BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating: False', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']","['Coffee & Tea', 'Food']",Las Vegas,49,The Coffee Bean & Tea Leaf,-115.170253,NV,3.5,36.1231067,89109,business
73797,,870wJgRZMQLt9jNN8-RgQg,,1,3961 E Chandler Blvd,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: no', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: False']","['Restaurants', 'Pizza']",Phoenix,8,Little Caesars,-111.99869,AZ,2.5,33.3035053,85048,business
73866,Regent,Xd6yHhyFYgHzth0ou2FtkQ,"['Monday 6:30-19:30', 'Tuesday 6:30-19:30', 'Wednesday 6:30-19:30', 'Thursday 6:30-19:30', 'Friday 6:30-19:30', 'Saturday 7:0-19:0', 'Sunday 7:0-19:0']",1,2510 University Ave,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating: True', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']","['Food', 'Coffee & Tea']",Madison,65,5th Element Coffee,-89.4289679068,WI,4.5,43.0722526182,53705,business
73891,Sunrise,1kHr1RTkm_J-dfrq-HPBug,,1,6775 E Lake Mead Blvd Ste 2,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: no']","['Restaurants', 'Mexican']",Las Vegas,23,Viva El Taco,-115.0238251,NV,3.5,36.195232,89156,business
73906,,hVC6E29dg5Rx4ADSxt3kTA,"['Monday 11:0-21:0', 'Tuesday 11:0-21:0', 'Wednesday 11:0-21:0', 'Thursday 11:0-21:0', 'Friday 11:0-22:0', 'Saturday 11:0-22:0', 'Sunday 11:0-16:0']",1,423 S Mill Ave,"['Alcohol: beer_and_wine', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']","['Mexican', 'Restaurants']",Tempe,135,Restaurant Mexico,-111.939699,AZ,3.5,33.4259416,85281,business
73913,,qBMQUR66_7pmld8NmGxVFg,,0,930 W Broadway Rd,"['BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating: False', 'RestaurantsPriceRange2: 1', 'WheelchairAccessible: True', 'WiFi: free']","['Coffee & Tea', 'Food']",Tempe,24,Eba Cafe,-111.952872,AZ,4.5,33.407724,85281,business
73932,Sunrise,7NvIgf7XW55OKa5ZU7gw8Q,,1,2040 N Nellis Blvd,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: quiet', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']","['Restaurants', 'Mexican']",Las Vegas,20,Arandas Taqueria,-115.0617356,NV,4.0,36.196952,89115,business
73997,,9SHoWGXsGOCa5hOjBOzPtg,"['Monday 11:0-21:30', 'Tuesday 11:0-21:30', 'Wednesday 11:0-21:30', 'Thursday 11:0-21:30', 'Friday 11:0-22:0', 'Saturday 11:0-22:0', 'Sunday 11:0-21:30']",1,6126 W Lake Mead Blvd,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: no']","['Restaurants', 'Chinese']",Las Vegas,34,China Joe's,-115.2248005,NV,2.0,36.1958234,89108,business
74012,Eastside,h3BoyKFgStjnBeKO-wLmIg,"['Monday 10:0-12:0', 'Tuesday 10:0-22:0', 'Wednesday 10:0-22:0', 'Thursday 10:0-22:0', 'Friday 10:0-22:0', 'Saturday 10:0-22:0', 'Sunday 12:0-22:0']",1,3230 E Flamingo Rd,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free', 'NoiseLevel: average']","['Restaurants', 'Pizza']",Las Vegas,74,Maestro's Pizzeria,-115.104711368,NV,3.5,36.1158035398,89121,business
74044,Uptown,sXCquNdRuCF7vrHwXXdFHw,"['Monday 7:0-19:0', 'Tuesday 7:0-19:0', 'Wednesday 7:0-19:0', 'Thursday 7:0-19:0', 'Friday 7:0-19:0', 'Saturday 7:0-19:0', 'Sunday 7:0-19:0']",1,222 S Church St,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', 'OutdoorSeating: True', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True', 'WiFi: free', ""BusinessParking: {'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}""]","['Food', 'Coffee & Tea']",Charlotte,28,Not Just Coffee- Packard Place,-80.8462601,NC,5.0,35.2271233,28202,business
74085,Southwest,34PMhyoSQHVd4Lr7slzUcA,,1,7210 S Durango Dr,"['Alcohol: beer_and_wine', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: free']","['Mexican', 'Restaurants']",Las Vegas,54,Zaba's Mexican Grill,-115.278323867,NV,3.0,36.0565468623,89113,business
74128,,UslSiDSUTCaq62FMpWK6Lw,,1,1000 Ross Park Mall Dr,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True']","['Chinese', 'Restaurants']",Pittsburgh,6,China Max,-80.0075487,PA,3.0,40.5428252,15237,business
74153,The Strip,heCkOHO1xrV5mllpPKTuxg,"['Monday 6:0-22:0', 'Tuesday 6:0-22:0', 'Wednesday 6:0-22:0', 'Thursday 6:0-22:0', 'Friday 6:0-22:0', 'Saturday 6:0-22:0', 'Sunday 6:0-22:0']",1,"Flamingo Hotel & Casino, 3555 Las Vegas Blvd S",,"['Food', 'Coffee & Tea']",Las Vegas,3,Java Detour,-115.172557,NV,2.5,36.1156338,89109,business
74161,Southeast,QuZ_QZbW6Th-SouyQyCJ2A,"['Monday 9:0-21:30', 'Tuesday 9:0-21:30', 'Wednesday 9:0-21:30', 'Thursday 9:0-21:30', 'Friday 9:0-21:30', 'Saturday 9:0-21:30', 'Sunday 9:0-21:30']",0,2477 E Tropicana Ave,"['Alcohol: beer_and_wine', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']","['Mexican', 'Restaurants']",Las Vegas,10,La Palapa,-115.1163482,NV,3.5,36.0988436,89121,business
74524,,bhosqo-Q1xp67iLqrd1Rbw,,1,1813 E Southern Ave,"['Alcohol: none', 'BikeParking: True', 'BusinessAcceptsCreditCards: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTakeOut: True']","['Pizza', 'Restaurants']",Tempe,14,Papa John's Pizza,-111.907714729,AZ,3.0,33.3922513145,85282,business
74544,Eastland,jXBNc4tQTR1WtmDb6-GOQg,"['Monday 10:0-22:0', 'Tuesday 10:0-22:0', 'Wednesday 10:0-22:0', 'Thursday 10:0-22:0', 'Friday 10:0-22:0', 'Saturday 8:30-22:0', 'Sunday 8:30-22:0']",1,"5534 Albemarle Rd, Ste 101","['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: no']","['Restaurants', 'Mexican']",Charlotte,21,Carnitas Guanajuato Mexican Restaurant,-80.7539819,NC,4.0,35.2027519,28212,business
74616,The Strip,DpfRApPrAle6WROX8_aQPA,,1,"Caesars Palace, 3570 S Las Vegas Blvd","['BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating: False', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True', 'WiFi: no']","['Coffee & Tea', 'Food']",Las Vegas,48,Starbucks,-115.174501,NV,2.0,36.116169,89109,business
74669,Mt. Oliver,_EGWxiD27k3ahcFpmbSjQg,"['Monday 11:0-22:30', 'Tuesday 11:0-22:30', 'Wednesday 11:0-22:30', 'Thursday 11:0-22:30', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 12:0-22:0']",1,243 Brownsville Rd,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel: average', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: True', 'RestaurantsTakeOut: True']","['Chinese', 'Restaurants']",Pittsburgh,4,Great Wall Chinese Food,-79.9876465,PA,3.5,40.4146974,15210,business
